Transaction Date,Post Date,Description,Category,Type,Amount,Memo
08/13/2021,08/15/2021,BETHESDA CRAB HOUSE,Food & Drink,Sale,-264.41,
08/14/2021,08/15/2021,HARRIS TEETER 383,Groceries,Sale,-35.08,
08/07/2021,08/08/2021,WHOLEFDS SCP #10563,Groceries,Sale,-43.82,
08/04/2021,08/04/2021,AUTOMATIC PAYMENT - THANK,,Payment,89.06,
08/01/2021,08/02/2021,HARRIS TEETER 383,Groceries,Sale,-37.38,
07/29/2021,07/30/2021,HARRIS TEETER 383,Groceries,Sale,-72.81,
07/29/2021,07/29/2021,Spotify USA,Bills & Utilities,Sale,-10.59,
07/25/2021,07/26/2021,WHOLEFDS OTN 10185,Groceries,Sale,-111.59,
07/24/2021,07/25/2021,CITARELLA - GREENWI,Groceries,Sale,-22.60,
07/12/2021,07/13/2021,HANNAFORD #8173,Groceries,Sale,-119.80,
07/09/2021,07/11/2021,HARRIS TEETER 383,Groceries,Sale,-3.38,
07/10/2021,07/11/2021,CITARELLA - GREENWI,Groceries,Sale,-47.25,
07/09/2021,07/11/2021,HARRIS TEETER 383,Groceries,Sale,-13.77,
07/05/2021,07/07/2021,HARRIS TEETER 383,Groceries,Sale,-4.23,
07/03/2021,07/04/2021,MOMS OF IVY CITY,Groceries,Sale,-84.83,
06/18/2021,06/18/2021,Payment Thank You - Web,,Payment,31.39,
06/04/2021,06/04/2021,AUTOMATIC PAYMENT - THANK,,Payment,9.57,
06/04/2021,06/04/2021,LYFT   *1 RIDE 06-02,Travel,Sale,-10.99,
05/29/2021,05/30/2021,HARRIS TEETER 383,Groceries,Sale,-20.40,
04/23/2021,04/25/2021,STARBUCKS STORE 10898,Food & Drink,Sale,-9.57,
04/17/2021,04/18/2021,Payment Thank You - Web,,Payment,43.35,
03/27/2021,03/28/2021,UBER   EATS,Food & Drink,Sale,-43.35,
03/05/2021,03/05/2021,Payment Thank You - Web,,Payment,33.04,
02/21/2021,02/21/2021,Amazon.com*8I0OZ4WW3,Shopping,Sale,-33.04,
12/12/2020,12/13/2020,Payment Thank You - Web,,Payment,304.87,
11/30/2020,12/01/2020,WALMART.COM AZ,Shopping,Sale,-304.87,
10/16/2020,10/18/2020,Payment Thank You - Web,,Payment,71.58,
10/04/2020,10/04/2020,AUTOMATIC PAYMENT - THANK,,Payment,321.76,
09/12/2020,09/14/2020,WHOLEFDS SCP #10563,Groceries,Sale,-71.58,
09/04/2020,09/04/2020,AUTOMATIC PAYMENT - THANK,,Payment,161.10,
08/29/2020,08/30/2020,Amazon.com*MU9HW1T71,Shopping,Sale,-9.10,
08/23/2020,08/25/2020,WHOLEFDS SCP #10563,Groceries,Sale,-65.50,
08/20/2020,08/21/2020,AMZN Mktp US*MM6YZ3NM0,Shopping,Sale,-247.16,
07/27/2020,07/28/2020,Amazon.com*MV5E78Q22,Shopping,Sale,-57.70,
07/22/2020,07/23/2020,Amazon.com*MV47R01F2,Shopping,Sale,-26.33,
07/21/2020,07/22/2020,AMZN Mktp US*MV1PO2QN1,Shopping,Sale,-40.25,
07/20/2020,07/21/2020,AMZN Mktp US*MV8GB7BM1,Shopping,Sale,-5.27,
07/20/2020,07/20/2020,AMZN Mktp US*MV88V75I1,Shopping,Sale,-7.97,
07/17/2020,07/19/2020,SHELL OIL 12458947012,Gas,Sale,-23.58,
